Date of Sale (dd/mm/yyyy),Address,Street Name,Price
11/02/2016,"49 Ashcroft, Raheny, Dublin",ashcroft,"€385,000.00"
12/02/2016,"11 College Street, Baldoyle, Dublin 13",college street,"€260,000.00"
12/02/2016,"120 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",south circular road,"€425,000.00"
12/02/2016,"282 Crumlin Road, Dublin 12",crumlin road,"€306,000.00"
12/02/2016,"4 Donoer Road, South Circular Road",south circular road,"€375,000.00"
12/02/2016,"63 TONLEGEE RD, COOLOCK, DUBLIN 5",tonlegee road,"€321,000.00"
15/02/2016,"18 ANNESLEY PARK, RANELAGH, DUBLIN",annesley park,"€760,000.00"
15/02/2016,"2 STABLE LANE, CAMBRIDGE RD, RATHMINES DUBLIN 6",cambridge road,"€500,000.00"
15/02/2016,"21 REHOBOTH PLACE, DOLPHINS BARN, DUBLIN 8",dolphins barn,"€360,000.00"
15/02/2016,"26 GOLDSTONE COURT, CLOGHER RD, CRUMLIN DUBLIN 12",clogher road,"€202,000.00"
15/02/2016,"APT 13 WESTPARK EXECUTIVE SUITES, CITYWEST, SAGGART",westpark,"€100,000.00"
16/02/2016,"13 KILROSS, SEVEN OAKS, PURSER GARDENS DUBLIN 6",seven oaks,"€220,000.00"
16/02/2016,"22 BROOKFIELD, ANGLESEA RD, DUBLIN 4",brookfield,"€350,000.00"
16/02/2016,"232 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",charlemont,"€465,000.00"
16/02/2016,"36 PARK DR, THE PARK, CABINTEELY DUBLIN 18",the park,"€426,000.00"
16/02/2016,"54 NORTHBROOK AVE, DUBLIN 6, DUBLIN",northbrook avenue,"€375,000.00"
16/02/2016,"7 KIRWAN STREET COTTAGES, MANOR STREET, DUBLIN 7",kirwan street,"€159,000.00"
16/02/2016,"Unit 3 Parkside Walk, Parkside, Malahide Road",malahide road,"€279,729.07"
17/02/2016,"13 GROVE WOOD, FINGLAS EAST, DUBLIN 11",grove wood,"€260,000.00"
17/02/2016,"16 HARCOURT LODGE, INCHICORE, DUBLIN 8",harcourt lodge,"€225,000.00"
18/02/2016,"1 PARK COURT, PARK LANE, SANDYMOUNT DUBLIN 4",park lane,"€425,000.00"
18/02/2016,"101 THE WILLOWS, ABBERLEY, KILLINEY",the willows,"€330,000.00"
18/02/2016,"199 Cabra Road, Cabra",cabra road,"€475,000.00"
18/02/2016,"31 DOWLAND RD, WALKINSTOWN, DUBLIN 12",dowland,"€250,000.00"
18/02/2016,"4 GROSVENOR PARK, LEINSTER RD, RATHMINES DUBLIN 6",leinster road,"€516,000.00"
18/02/2016,"44 WILLOW PARK AVE, GLASNEVIN, DUBLIN 11",willow park avenue,"€431,000.00"
18/02/2016,"9 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",philipsburgh avenue,"€265,000.00"
18/02/2016,"APARTMENT 6, 2 GEORGES QUAY, DUBLIN 2",georges quay,"€267,000.00"
19/02/2016,"11 GROVE AVE, FINGLAS, DUBLIN 11",grove avenue,"€220,000.00"
19/02/2016,"16 ARDRIGH RD, ARBOUR HILL, DUBLIN 7",arbour hill,"€279,000.00"
19/02/2016,"25 TEMPLE HALL, PARNELL ST, DUBLIN 1",parnell street,"€170,000.00"
19/02/2016,"29 OCURRY RD, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€255,000.00"
19/02/2016,"409 NORTH CIRCULAR ROAD, DUBLIN 7, DUBLIN",north circular road,"€201,000.00"
19/02/2016,"41 THE PARK, BEAUMONT WOODS, DUBLIN 9",the park,"€395,000.00"
19/02/2016,"42 ANNAMOE RD, CABRA RD, DUBLIN 7",cabra road,"€477,000.00"
19/02/2016,"5 CURZON ST, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€745,000.00"
22/02/2016,"28 LEIN GARDENS, COOLOCK, DUBLIN 5",lein gardens,"€253,000.00"
22/02/2016,"53 RUEBEN ST, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€285,000.00"
22/02/2016,"6 Parkside Walk, Parkside, Malahide Road",malahide road,"€279,729.07"
23/02/2016,"225 BACHELORS WALK, DUBLIN 1, DUBLIN",bachelors walk,"€181,305.00"
24/02/2016,"17 Reuben Avenue, South Circular Road, Rialto",south circular road,"€20,000.00"
24/02/2016,"2 Parkside Mews, Parkside, Malahide Road",malahide road,"€325,991.18"
24/02/2016,"30 KILDARE RD, CRUMLIN, DUBLIN 12",kildare road,"€193,000.00"
24/02/2016,"8 PARKSIDE WALK, PARKSIDE, MALAHIDE RD",malahide road,"€290,302.00"
25/02/2016,"1-6 WINSTONVILLE, CHARLEMONT RD, CLONTARF",charlemont,"€935,000.00"
25/02/2016,"247 Bachelor's Walk, Dublin 1",bachelors walk,"€175,000.00"
25/02/2016,"3 COOLATREE RD, BEAUMONT, DUBLIN 9",coolatr,"€360,000.00"
26/02/2016,"11 Parkside Avenue, Parkside, Malahide Road",malahide road,"€272,246.70"
26/02/2016,"BEAUSITE, GROVE ROAD, MALAHIDE",grove road,"€950,000.00"
29/02/2016,"10 DOOLIN HOUSE, CLARE VILLGE, MALAHIDE RD DUBLIN 17",malahide road,"€175,000.00"
29/02/2016,"20 TOLKA COTTAGES, OLD FINGLAS RD, GLASNEVIN DUBLIN 11",finglas road,"€335,000.00"
29/02/2016,"233 BUNTING RD, WALKINSTOWN, DUBLIN 12",bunting road,"€280,000.00"
29/02/2016,"24 BROOKFIELD TERRACE, BLACKROCK, DUBLIN",brookfield,"€400,000.00"
29/02/2016,"4 CASTLEFORBES RD, NORTH WALL, DUBLIN 1",castleforbes road,"€253,000.00"
29/02/2016,"49 Joyce House East, Viking Harbour, Ushers Island",ushers island,"€195,000.00"
29/02/2016,"REAR 31 LEINSTER RD, RATHMINES, DUBLIN 6",leinster road,"€565,000.00"
01/03/2016,"10 WALNUT RISE, DRUMCONDRA, DUBLIN 9",walnut rise,"€520,000.00"
01/03/2016,"17 MELLOWES CRESCENT, FINGLAS, DUBLIN 11",mellowes crescent,"€56,666.66"
01/03/2016,"178 PARNELL STREET, CITY OF DUBLIN",parnell street,"€327,000.00"
01/03/2016,"201 ORWELL PARK HEIGHTS, TEMPLEOGUE, DUBLIN 6W",orwell park,"€448,000.00"
01/03/2016,"21 CONNOLLY AVE, INCHICORE, DUBLIN 8",connolly avenue,"€340,000.00"
01/03/2016,"27A GREENVILLE TERRACE, CIRCULAR RD SOUTH, DUBLIN 8",greenville terrace,"€535,000.00"
01/03/2016,"41 ODONOVAN RD, OFF SOUTH CIRCULAR RD, DUBLIN 8",odonovan road,"€350,000.00"
01/03/2016,"44 CLARENCE MANGAN RD, DUBLIN 8, DUBLIN",clarence mangan road,"€450,000.00"
01/03/2016,"5 Parkside Walk, Parkside, Malahide Road  Clongriffin",malahide road,"€322,000.00"
01/03/2016,"6 COOLATREE CLOSE, BEAUMONT, DUBLIN 9",coolatr,"€300,000.00"
01/03/2016,"APT 102 NEWMARKET SQ, WARDS HILL, DUBLIN 8",newmarket,"€155,000.00"
01/03/2016,"APT 40 MANOR HALL, MOUNT BROWN, KILMANHAM DUBLIN 8",mount brown,"€200,000.00"
01/03/2016,"APT 5 RANELAGH COURT, 12 RANELAGH RD, RANELAGH DUBLIN 6",ranelagh road,"€230,000.00"
02/03/2016,"115 ROCKFORD MANOR, STRADBROOK RD, DUBLIN",manor street,"€360,000.00"
02/03/2016,"32 AUGHRIM STREET, STONEYBATTER, DUBLIN 7",aughrim street,"€426,000.00"
02/03/2016,"35 THE GREEN, LARCH HILL, OSCAR TRAYNOR RD DUBLIN 9",oscar traynor road,"€155,000.00"
02/03/2016,"4 Parkside Walk, Parkside, Malahide Road  Co. Dublin",malahide road,"€283,700.43"
02/03/2016,"42 THE PARK, LARCH HILL SANTRY, DUBLIN 9",the park,"€180,000.00"
03/03/2016,"183 Collinswood, Whitehall",collinswood,"€370,000.00"
03/03/2016,"81 STEWART HALL, PARNELL ST, DUBLIN 1",parnell street,"€240,000.00"
03/03/2016,"Apartment 45 Kirkpatrick House, North Wall, Spencer Dock",north wall,"€380,000.00"
03/03/2016,"Apt 28 Hill of Down House, Spencer Dock, North Wall Quay",north wall,"€299,559.47"
04/03/2016,"10 RICHMOND CRESCENT, NORTH CIRCULAR RD, DUBLIN 1",north circular road,"€165,000.00"
04/03/2016,"6 HILLCREST COURT, GRIFFITH AVE, GLASNEVIN DUBLIN 11",griffith avenue,"€270,000.00"
04/03/2016,"72 Kirkpatrick House, Spencer Dock, North Wall Quay",north wall,"€218,502.00"
05/03/2016,"4 LUCKY LANE, AUGHRIM ST, DUBLIN 7",aughrim street,"€450,000.00"
07/03/2016,"31 THE BRAMBLINGS, KILLESTER, DUBLIN 5",the bramblings,"€342,000.00"
07/03/2016,"39 PROSPECT AVE, DUBLIN 9, DUBLIN",prospect avenue,"€224,500.00"
08/03/2016,"15 ASHLEY COURT, 31 CLYDE RD, BALLSBRIDGE DUBLIN 4",clyde road,"€420,000.00"
08/03/2016,"320 LANDEN RD BALLYFERMOT DUBLIN 10, DUBLIN 10, DUBLIN",landen road,"€87,577.20"
09/03/2016,"13 GRIFFITH AVE, DUBLIN 9, DUBLIN",griffith avenue,"€470,000.00"
09/03/2016,"172 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1",castleforbes road,"€205,000.00"
09/03/2016,"29 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",charlemont,"€316,500.00"
09/03/2016,"333 COLLINSWOOD, COLLINS AVE, DUBLIN CITY",collinswood,"€378,000.00"
10/03/2016,"319 BALLYFERMOT RD, BALLYFERMOT, DUBLIN 10",ballyfermot road,"€148,000.00"
10/03/2016,"42 SEVEN OAKS, SARSFIELD RD, BALLYFERMOT",seven oaks,"€71,156.85"
10/03/2016,"9 LANDSDOWNE HALL, TRITONVILLE RD, SANDYMOUNT DUBLIN 4",tritonville road,"€200,000.00"
10/03/2016,"92 Clearwater Cove, Dunlaoghaire",clearwater,"€350,000.00"
10/03/2016,"APT 36, THE TENTERFIELDS, SOUTH BROWN ST DUBLIN 8",south brown street,"€129,000.00"
11/03/2016,"100 Ashington Rise, Ashtown",ashington rise,"€315,000.00"
11/03/2016,"37 RATHVILLY DR, FINGLAS SOUTH, DUBLIN 1",rathvilly drive,"€153,000.00"
11/03/2016,"63 CHURCH ST, DUBLIN 7",church street,"€152,000.00"
12/03/2016,"30 GLEN DR, THE PARK, CABINTEELY DUBLIN 18",the park,"€450,000.00"
14/03/2016,"42 HAMILTON STREET, DUBLIN 8",hamilton street,"€340,000.00"
15/03/2016,"54 THE SQUARE, LARCH HILL, OSCAR TRAYNOR RD DUBLIN 9",oscar traynor road,"€153,500.00"
16/03/2016,"1 PARKSIDE WALK, PARKSIDE, MALAHIDE RD",malahide road,"€290,302.00"
16/03/2016,"124 ORWELL PARK VIEW, TEMPLEOGUE, DUBLIN 6W",park view,"€425,000.00"
16/03/2016,"16 AUGHRIM STREET, DUBLIN 7",aughrim street,"€130,000.00"
16/03/2016,"16 RATHVALE DRIVE, COOLOCK, DUBLIN 5",rathvale drive,"€160,000.00"
16/03/2016,"35 BUSHY PARK, TERENURE, DUBLIN 6W",bushy park,"€320,000.00"
16/03/2016,"37 ST OLAVES, MALAHIDE RD, KINSEALY DUBLIN",malahide road,"€235,000.00"
16/03/2016,"49 DONORE AVE, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€349,500.00"
16/03/2016,"52 CURLEW RD, DUBLIN 12, DUBLIN",curlew road,"€185,000.00"
16/03/2016,"9 CLARE RD, DRUMCONDRA, DUBLIN 9",clare road,"€720,000.00"
16/03/2016,"KENDALE, 9 LINDEN GROVE, GROVE AVE",grove avenue,"€680,000.00"
18/03/2016,"12 Dowland Road, Walkinstown, Dublin 12",dowland,"€262,000.00"
18/03/2016,"12 KILDARE RD, CRUMLIN, DUBLIN 8",kildare road,"€178,000.00"
18/03/2016,"14 ADELAIDE RD, GLASTHULE, DUN LAOGHAIRE",adelaide road,"€535,501.00"
18/03/2016,"32 OLAF RD, ARBOUR HILL, DUBLIN 7",arbour hill,"€190,000.00"
18/03/2016,"APT 1 PARK SPRINGS APARTMENTS, 7/9 NEPHIN ROAD, CABRA",nephin road,"€350,000.00"
21/03/2016,"125 TEMPLE GARDENS, SANTRY, DUBLIN 9",temple gardens,"€246,000.00"
21/03/2016,"14 THE PARK, PHEASANTS RUN, CLONEE DUBLIN 15",the park,"€286,000.00"
21/03/2016,"312 SOUTH CIRCULAR ROAD, DUBLIN 8",south circular road,"€390,000.00"
21/03/2016,"99 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4",tritonville road,"€1,015,000.00"
21/03/2016,"Apartment 101 Charlotte Quay, Ringsend Road",ringsend road,"€295,000.00"
22/03/2016,"15 Parkside Mews, Parkside, Malahide Road",malahide road,"€263,436.00"
23/03/2016,"154 BACHELORS WALK, DUBLIN 1, DUBLIN",bachelors walk,"€176,000.00"
23/03/2016,"4 ELTON WALK, MALAHIDE RD, DUBLIN 13",malahide road,"€262,500.00"
24/03/2016,"13 Parkside Avenue, Parkside, Malahide Road",malahide road,"€279,729.00"
24/03/2016,"19 BROOKFIELD, ANGLESEA RD, BALLSBRIDGE",brookfield,"€315,000.00"
24/03/2016,"30 BLOCK C, MOUNTGORRY WOODS, MALAHIDE ROAD",malahide road,"€175,000.00"
24/03/2016,"48 MOUNTPELIER PARK, NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€100,000.00"
24/03/2016,"51 THE WATERSIDE, RINGSEND RD, CHARLOTTE QUAY DUBLIN 4",ringsend road,"€213,000.00"
24/03/2016,"65 Ennafort Road, Raheny, Dublin 5",ennafort road,"€390,000.00"
24/03/2016,"UNIT 1  13 OLD CABRA ROAD, CABRA, DUBLIN 7",cabra road,"€295,000.00"
29/03/2016,"24 SHELBOURNE VILLAGE, RINGSEND RD, DUBLIN 4",ringsend road,"€280,000.00"
30/03/2016,"127 MALAHIDE ROAD, DONNYCARNEY, DUBLIN 3",malahide road,"€412,500.00"
30/03/2016,"181 BEAUMONT RD, BEAUMONT, DUBLIN 9",beaumont road,"€300,000.00"
30/03/2016,"22 KINVARA AVE, NAVAN RD, DUBLIN",kinvara avenue,"€335,000.00"
30/03/2016,"33 THE PARK, BEAUMONT WOODS, BEAUMONT DUBLIN 9",the park,"€315,000.00"
31/03/2016,"10 ULVERTON RD, DUN LAOGHAIRE RATHDOWN, DUBLIN",rathdow,"€670,000.00"
31/03/2016,"187 NORTH CIRCULAR RD, CABRA, DUBLIN 7",north circular road,"€515,000.00"
31/03/2016,"5 GILBERT ROAD, OFF SOUTH CIRCULAR ROAD, DUBLIN 8",south circular road,"€289,000.00"
31/03/2016,"60 TENTER FIELDS, SOUTH BROWN STREET, DUBLIN  8",south brown street,"€190,000.00"
31/03/2016,"67 MARLBOROUGH RD, DONNYBROOK, DUBLIN 4",marlborough road,"€1,250,000.00"
31/03/2016,"9 LIBERTY CORNER, JAMES JOYCE ST, DUBLIN 1",james joyce street,"€230,000.00"
01/04/2016,"21 RATHDOWN PARK, DUBLIN 6W, DUBLIN",rathdow,"€650,000.00"
01/04/2016,"39 SYMPHONY HOUSE, ADELAIDE RD, DUBLIN 2",adelaide road,"€675,000.00"
01/04/2016,"49 REUBEN SQ, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€200,000.00"
01/04/2016,"7 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",south circular road,"€865,000.00"
04/04/2016,"9 Parkside Avenue, Malahide Road",malahide road,"€273,127.00"
06/04/2016,"148 CARNLOUGH RD, CABRA, DUBLIN 7",carnlough road,"€227,000.00"
06/04/2016,"26 CARLETON RD, MARINO, DUBLIN 3",carleton road,"€115,000.00"
06/04/2016,"3 LEINSTER RD, RATHMINES, DUBLIN 6",leinster road,"€1,350,000.00"
06/04/2016,"42 GREENVILLE TERRACE, CIRCULAR RD SOUTH, DUBLIN 8",greenville terrace,"€424,000.00"
06/04/2016,"8 BROOKFIELD, ANGLESEA RD, BALLSBRIDGE",brookfield,"€325,000.00"
07/04/2016,"12 CALDERWOOD RD, DRUMCONDRA, DUBLIN",calderwood road,"€810,000.00"
07/04/2016,"20 SEVEN OAKS, SARSFIELD RD, DUBLIN 10",seven oaks,"€62,697.86"
07/04/2016,"330 LANDEN ROAD, BALLYFERMOT, DUBLIN 10",landen road,"€152,550.00"
07/04/2016,"38 RATHDOWN AVE, TERENURE, DUBLIN 6W",rathdow,"€693,000.00"
07/04/2016,"APT 75 KILKEE HOOSE, CLARE VILLAGE, MALAHIDE RD DUBLIN 17",malahide road,"€90,780.44"
08/04/2016,"19 OLD CABRA ROAD, CABRA, DUBLIN 7",cabra road,"€250,000.00"
11/04/2016,"1 PARKSIDE MEWS, PARKSIDE, MALAHIDE ROAD",malahide road,"€314,970.00"
11/04/2016,"12 GROVE PARK AVE, GLASNEVIN, DUBLIN 11",grove park avenue,"€325,000.00"
11/04/2016,"16C THE PARK, MILITARY RD, RATHMINES DUBLIN 6",the park,"€302,000.00"
11/04/2016,"19 O' CURRY RD, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€280,000.00"
11/04/2016,"22 COLLEGE ST, BALDOYLE, DUBLIN 13",college street,"€420,000.00"
11/04/2016,"42 MONTPELIER GARDENS, INFIRMARY RD, DUBLIN",infirmary road,"€290,000.00"
11/04/2016,"53 REUBEN SQ, REUBEN ST, DOLPHINS BARN DUBLIN 8",dolphins barn,"€180,000.00"
11/04/2016,"APT 107, SEVEN OAKS, SARSFIELD RD DUBLIN 10",seven oaks,"€150,000.00"
12/04/2016,"136 LANDEN RD, BALLYFERMOT, DUBLIN 10",landen road,"€160,000.00"
12/04/2016,"2 Grantham Place, South Circular Road, Dublin 8",south circular road,"€550,000.00"
12/04/2016,"5 CLONCURRY HOUSE, SPENCER DOCK, NORTH WALL DUBLIN 1",north wall,"€245,000.00"
13/04/2016,"13 RATHDOWN SQ, NORTH CIRCULAR RD, DUBLIN 7",rathdow,"€262,500.00"
13/04/2016,"23 PROSPECT AVE, PROSPECT MANOR, RATHFARNHAM DUBLIN 16",prospect avenue,"€385,000.00"
14/04/2016,"105 SOUTH CIRCULAR ROAD, LEONARDS CORNER, DUBLIN 8",south circular road,"€550,000.00"
14/04/2016,"113 BACHELOR'S WALK, DUBLIN 1",bachelors walk,"€195,000.00"
14/04/2016,"118 INCHICORE RD, INCHICORE, DUBLIN 8",inchicore road,"€456,000.00"
14/04/2016,"21 BROOKFIELD, ANGLESEA RD, BALLSBRIDGE DUBLIN 4",brookfield,"€340,000.00"
14/04/2016,"3 EMMET STREET, NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€271,000.00"
14/04/2016,"36 GLEN DR, THE PARK, CABINTEELY DUBLIN 18",the park,"€462,000.00"
14/04/2016,"41 BELVEDERE PLACE, NORTH CIRCULAR RD, DUBLIN 1",north circular road,"€490,000.00"
14/04/2016,"APT 37, THE OAK, PARK VIEW",park view,"€530,000.00"
14/04/2016,"APT 8, STEEVENS GATE, 132 JAMES STREET",james street,"€244,000.00"
14/04/2016,"PALMARIAN CHRISTIAN CHURCH, ST HELENS, 38 HADDON RD DUBLIN 3",church street,"€1,200,000.00"
15/04/2016,"144 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",charlemont,"€385,000.00"
15/04/2016,"243 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8",inchicore road,"€320,000.00"
15/04/2016,"5 GLENSHANE DRIVE, BROOKFIELD, TALLAGHT",brookfield,"€126,000.00"
15/04/2016,"54 GREEN VIEW, SEABROOK MANOR, STATION RD",manor street,"€247,500.00"
15/04/2016,"54 MALAHIDE RD, DUBLIN 3, DUBLIN",malahide road,"€435,000.00"
15/04/2016,"58 WALNUT RISE, COURTLANDS, GRIFFITH AVE DUBLIN 9",griffith avenue,"€630,000.00"
15/04/2016,"9 SULLIVAN ST, INFIRMARY RD, DUBLIN 7",infirmary road,"€240,000.00"
15/04/2016,"GRIFFITH HALL, GRIFFITH AVE, DRUMCONDRA DUBLIN 9",griffith avenue,"€353,000.00"
16/04/2016,"36 BROOKFIELD GREEN, KIMMAGE, DUBLIN 12",brookfield,"€282,000.00"
18/04/2016,"36 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8",inchicore road,"€252,000.00"
18/04/2016,"58 COOLRUA DR, BEAUMONT, DUBLIN 9",coolrua drive,"€333,000.00"
19/04/2016,"52 THE FAIRWAYS, SEABROOK MANOR, STATION RD",manor street,"€246,000.00"
20/04/2016,"1 CRANMER LANE, HADDINGTON RD, DUBLIN 4",haddington road,"€465,000.00"
20/04/2016,"10, Aston Quay",aston quay,"€314,000.00"
20/04/2016,"27 PETER PLACE, OFF CHARLEMONT STREET, DUBLIN 2",charlemont,"€335,000.00"
20/04/2016,"APT 99, 109 PARNELL ST, DUBLIN 1",parnell street,"€166,000.00"
21/04/2016,"42 CRUMLIN ROAD, CRUMLIN, DUBLIN 12",crumlin road,"€60,000.00"
21/04/2016,"APT 83, BUSHY PARK HOUSE, TERENURE DUBLIN 6W",bushy park,"€350,000.00"
22/04/2016,"13 GLENAVY PARK, TERENURE, DUBLIN 6W",glenavy,"€785,000.00"
22/04/2016,"3 ALEXANDRA TERRACE, OFF BLOOMFIELD AVE, SOUTH CIRCULAR RD DUBLIN 8",south circular road,"€185,000.00"
22/04/2016,"38 RATHVILLY DR, FINGLAS SOUTH, DUBLIN 11",rathvilly drive,"€80,000.00"
22/04/2016,"391 NORTH CIRCULAR RD, PHIBSBOROUGH, DUBLIN 7",north circular road,"€375,000.00"
22/04/2016,"4 SOUTHFIELD, SOUTH CIRCULAR RD, DUBLIN",south circular road,"€385,000.00"
22/04/2016,"47 CHURCH STREET, DUBLIN 7",church street,"€235,000.00"
22/04/2016,"5 TEMPLE GARDENS, RATHMINES, DUBLIN 6",temple gardens,"€6,500,000.00"
22/04/2016,"APT 354, BACHELORS WALK, DUBLIN 1",bachelors walk,"€210,000.00"
25/04/2016,"1 CEDAR COURT, MOUNT TALLANT AVE, HAROLDS CROSS DUBLIN 6W",mount tallant avenue,"€395,000.00"
25/04/2016,"20 THE MOORINGS, PORTOBELLO HARBOUR, DUBLIN 8",portobello harbour,"€370,000.00"
25/04/2016,"29A ST BRENDANS AVE, MALAHIDE RD, DUBLIN 5",malahide road,"€305,000.00"
25/04/2016,"374 CARNLOUGH ROAD, CABRA WEST, DUBLIN 7",carnlough road,"€170,000.00"
25/04/2016,"40 CRANMER PLACE, HADDINGTON RD, DUBLIN 4",haddington road,"€510,000.00"
25/04/2016,"70 VIKING HARBOUR APTS, USHERS ISLAND, DUBLIN 8",ushers island,"€110,000.00"
26/04/2016,"45 WALNUT COURT, GRIFFITH AVE, DUBLIN 9",walnut court,"€320,000.00"
26/04/2016,"5 PEARSE SQUARE, PEARSE ST, DUBLIN 2",pearse square,"€520,000.00"
26/04/2016,"97 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1",castleforbes road,"€190,000.00"
27/04/2016,"12 CLAREMONT COURT, ADELAIDE RD, GLENAGEARY",adelaide road,"€255,000.00"
27/04/2016,"228 PREMIER SQ, FINGLAS RD, FINGLAS DUBLIN 11",finglas road,"€187,000.00"
27/04/2016,"Apartment 3, 29/30 Lad Lane, Baggot Street",baggot street,"€282,000.00"
27/04/2016,"Apartment 4 (Part), 29/30 Lad Lane, Baggot Street",baggot street,"€50,000.00"
27/04/2016,"APT 32, GRACE PARK COURT, BEAUMONT RD DUBLIN 9",beaumont road,"€180,000.00"
28/04/2016,"127 THOMAS MOORE RD, WALKINSTOWN, DUBLIN 12",thomas moore road,"€280,000.00"
28/04/2016,"13 GRACE PARK GARDENS, DUBLIN",grace park gardens,"€310,000.00"
28/04/2016,"21 BALNAGOWAN, PALMERSTON PARK, RATHMINES DUBLIN 6",palmerston park,"€375,000.00"
28/04/2016,"22 BROOKWOOD RD, ARTANE, DUBLIN 5",brookwood road,"€430,000.00"
28/04/2016,"48 NORTH CIRCULAR ROAD, PHIBSBORO, DUBLIN 7",north circular road,"€575,000.00"
28/04/2016,"9 PHOENIX COURT, PALATINE SQ, ARBOUR HILL DUBLIN 7",arbour hill,"€358,000.00"
29/04/2016,"154 CEDARWOOD RD, GLASNEVIN NORTH, DUBLIN 11",cedarwood road,"€350,000.00"
29/04/2016,"22 Parkside Mews, Parkside, Malahide Road",malahide road,"€314,971.00"
29/04/2016,"24 GOLDSTONE COURT, CLOGHER RD, CRUMLIN",clogher road,"€112,000.00"
29/04/2016,"3 SYCAMORE GROVE, THE PARK, CABINTEELY",the park,"€482,500.00"
29/04/2016,"4 ORWELL WOODS, ORWELL PARK, RATHGAR DUBLIN 6",orwell park,"€565,000.00"
29/04/2016,"44 GREENVIEW, SEABROOK MANOR, STATION RD",manor street,"€250,000.00"
29/04/2016,"46 THE LOTTS, BACHELORS WALK, DUBLIN 1",bachelors walk,"€192,000.00"
29/04/2016,"76 KILDARE RD, CRUMLIN, DUBLIN 12",kildare road,"€210,000.00"
29/04/2016,"82 CURLEW RD, DUBLIN 12, DUBLIN",curlew road,"€195,000.00"
02/05/2016,"183 BELLEVUE BLOCK D, SOUTH CIRCULAR RD, ISLANDBRIDGE DUBLIN 8",south circular road,"€265,000.00"
03/05/2016,"105 CALEDON RD, EAST WALL, DUBLIN 3",caledon road,"€280,000.00"
03/05/2016,"432 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8",inchicore road,"€280,000.00"
03/05/2016,"57 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",charlemont,"€337,000.00"
03/05/2016,"93A TONLEGEE RD, RAHENY, DUBLIN 5",tonlegee road,"€390,000.00"
04/05/2016,"15 AVE MARIA RD, MARYLAND, CORK ST DUBLIN 8",cork street,"€193,000.00"
04/05/2016,"2 EGLINTON SQUARE, DONNYBROOK, DUBLIN 4",eglinton square,"€760,000.00"
04/05/2016,"5 CHARLEMONT PARADE, NORTH STRAND, DUBLIN 3",charlemont,"€230,000.00"
04/05/2016,"6 ST TERESAS RD, GLASNEVIN, DUBLIN 9",st teresas road,"€351,000.00"
05/05/2016,"10 THE MOORINGS, ST MARYS RD, BALLSBRIDGE",the mooring,"€180,000.00"
05/05/2016,"2 O SHEAS COURT, MANOR ST, STONEYBATTER DUBLIN 7",manor street,"€350,000.00"
05/05/2016,"271 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",charlemont,"€415,000.00"
05/05/2016,"496 ORWELL PARK WAY, TEMPLEOGUE, DUBLIN 6W",orwell park,"€413,500.00"
05/05/2016,"56 RANELAGH RD, RANELAGH, DUBLIN 6",ranelagh road,"€780,000.00"
05/05/2016,"62 SPRINGDALE RD, RAHENY, DUBLIN 5",springdale road,"€277,000.00"
06/05/2016,"35 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",philipsburgh avenue,"€393,000.00"
09/05/2016,"104 CEANNTS FORT, MOUNT BROWN, DUBLIN 8",mount brown,"€50,400.00"
10/05/2016,"54 ANNADALE DRIVE, OFF GRIFFITH AVE, WHITEHALL",griffith avenue,"€365,000.00"
10/05/2016,"70 MARLBOROUGH RD, DONNYBROOK, DUBLIN",marlborough road,"€785,000.00"
10/05/2016,"9 GRIFFITH WALK, GRIFFITH AVE, DUBLIN 9",griffith avenue,"€396,000.00"
11/05/2016,"32 HAMILTON ST, SOUTH CIRCULAR ROAD, DUBLIN 8",hamilton street,"€36,436.77"
11/05/2016,"45 MELLOWES RD, FINGLAS WEST, DUBLIN 11",mellowes road,"€140,000.00"
11/05/2016,"8 CULLENSWOOD, NORTHBROOK AVE, RANELAGH DUBLIN 6",northbrook avenue,"€295,000.00"
